game_id,season,team1,team1seasonid,team1_name,team1_seed_detail,team2,team2seasonid,team2_name,team2_seed_detail,team1_seed,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_adjem,team1_efg_pct_off,team1_to_pct_off,team1_or_pct_off,team1_ft_rate_off,team1_efg_pct_def,team1_to_pct_def,team1_or_pct_def,team1_ft_rate_def,team1_size,team1_hgteff,team1_exp,team1_bench,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_fg3rate,team1_arate,team1_stlrate,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_oppfg3rate,team1_opparate,team1_oppstlrate,team1_dfp,team1_off_1,team1_off_2,team1_off_3,team1_def_1,team1_def_2,team1_def_3,team1_adj_wins,team1_adj_wins_tw,team2_seed,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_adjem,team2_efg_pct_off,team2_to_pct_off,team2_or_pct_off,team2_ft_rate_off,team2_efg_pct_def,team2_to_pct_def,team2_or_pct_def,team2_ft_rate_def,team2_size,team2_hgteff,team2_exp,team2_bench,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_fg3rate,team2_arate,team2_stlrate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_oppfg3rate,team2_opparate,team2_oppstlrate,team2_dfp,team2_off_1,team2_off_2,team2_off_3,team2_def_1,team2_def_2,team2_def_3,team2_adj_wins,team2_adj_wins_tw,is_round1,is_round2,is_round3,is_round4,is_round5,is_round6,var_adjtempo,var_adjoe,var_adjde,var_adjem,var_efg_pct_offdef,var_to_pct_offdef,var_or_pct_offdef,var_ft_rate_offdef,var_size,var_hgteff,var_exp,var_bench,var_fg2pct,var_fg3pct,var_ftpct,var_blockpct,var_fg3rate,var_arate,var_stlrate,var_adj_wins,var_adj_winstw,team1_win
200314091173,2003,1173,20031173,Dayton,Y04,1409,20031409,Tulsa,Y04,4,64.5776,64.3077,112.331,116.878,102.019,101.035,15.8425,51.9841,20.3739,40.4277,40.9646,48.0565,18.2184,34.218,30.8009,,,,,50.8458,35.861,71.386,7.4897,38.6447,61.2466,0.0816,44.9383,37.2671,71.7017,8.2587,28.4452,49.5868,0.0898,7.6,21.9523,46.8378,31.2099,18.6846,54.4096,26.9058,14.81925773311653168333,16.1471772676062732297950,13,69.0678,67.3935,105.885,107.114,93.8451,95.67,11.4437,52.3367,20.4747,33.6355,32.8731,44.6134,20.3429,33.2013,32.1134,,,,,51.0441,36.7797,73.021,11.9819,31.333,55.6442,0.1063,43.8583,30.832,68.0578,6.8832,31.5979,49.6757,0.0984,7.1,18.6546,54.4779,26.8675,19.6752,54.0139,26.3109,11.00643370445283668076,12.5510190832444263378425,1,0,0,0,0,0,-3.0858,9.764,5.365,4.3988,-3.7957,2.0237,5.7755,9.4040,,,,,-0.1983,-0.9187,-1.635,-4.4922,7.3117,5.6024,-0.0247,3.81282402866369500257,3.5961581843618468919525,0
200311811141,2003,1181,20031181,Duke,Z03,1141,20031141,Central Michigan,Z03,3,73.2713,71.0877,111.275,116.213,95.6622,93.4116,22.8018,51.4387,19.0602,36.973,45.2802,47.5436,24.4234,34.452,37.5594,,,,,49.8854,36.3095,71.2375,12.544,33.9223,49.3868,0.1176,46.5116,33.7553,70.0422,10.2368,25.0396,48.7805,0.085,16,23.87,48.786,27.344,21.671,57.4413,20.8877,15.30857915669574214142,17.5437395835448981322750,11,72.7987,71.9146,108.796,109.867,100.509,99.5025,10.3641,56.5974,25.2949,35.6253,46.9762,50.4185,22.4002,33.8297,37.3884,,,,,56.0842,38.4191,76.3329,8.7693,33.2315,57.9075,0.0993,48.7841,37.0115,71.0448,7.9597,24.2746,45.6865,0.1185,18,24.0574,50.2459,25.6967,20.8498,57.9939,21.1564,12.94403107941654709523,14.6906641884215015943700,0,1,0,0,0,0,-0.8269,6.346,-6.0909,12.4377,-2.2838,-8.2579,0.7254,-1.8670,,,,,-6.1988,-2.1096,-5.0954,3.7747,0.6908,-8.5207,0.0183,2.36454807727919504619,2.8530753951233965379050,1
200312771196,2003,1196,20031196,Florida,X02,1277,20031277,Michigan St.,X02,2,67.4128,65.2411,111.288,117.327,95.2392,93.6932,23.6341,55.3071,19.6425,33.037,33.028,47.4441,22.0587,33.1333,28.2748,,,,,53.1668,39.0476,70.31,10.1236,39.6013,61.3817,0.1114,46.5997,32.8767,65.1601,9.8127,31.0969,59.7484,0.0926,1,17.351,47.9871,34.6618,16.2594,56.6729,27.0677,15.17971299268712582898,14.9857666122671343592675,7,65.101,63.6011,102.885,108.72,93.3255,90.9288,17.7907,50.2228,21.9616,34.1825,42.7298,45.8428,21.3928,27.4968,41.1765,,,,,48.0273,37.5262,73.5332,10.3066,26.5738,58.3744,0.0949,43.8671,33.165,71.7033,9.0288,33.5973,54.4944,0.098,10.2,23.8276,53.4854,22.6869,24.3584,48.0635,27.5782,12.09994144682843956573,13.1477054080144130883725,0,1,0,0,0,0,1.6400,8.607,2.7644,5.8434,3.4830,-2.9850,-6.7820,3.1999,,,,,5.1395,1.5214,-3.2232,-0.1830,13.0275,3.0073,0.0165,3.07977154585868626325,1.8380612042527212708950,0
200311121211,2003,1211,20031211,Gonzaga,Z09,1112,20031112,Arizona,Z09,9,69.5545,67.2433,109.24,112.337,96.8176,97.3823,14.9545,53.2556,20.2904,36.2506,44.6012,48.2525,20.5913,29.6485,32.3422,,,,,51.5728,37.6378,72.3844,9.3173,34.4547,60.3248,0.0937,44.4177,36.9048,69.1935,6.2086,35.0548,57.1785,0.0976,2.4,23.2604,48.7099,28.0297,18.824,48.5301,32.6459,12.92385542945961671029,13.4121637911774790715150,1,76.3024,73.0165,110.852,115.311,91.5901,88.8866,26.4243,51.4922,19.0144,39.2726,36.8072,45.7652,21.696,32.204,26.949,,,,,50.8186,35.3488,70.9138,9.5506,30.5542,58.4789,0.1113,44.6629,32.1101,64.2857,5.7299,31.4726,58.6288,0.0817,1.3,20.2202,54.6789,25.1009,15.9151,56.2334,27.8515,16.37710918655176657101,17.8350099520081432037325,0,1,0,0,0,0,-5.7732,-2.974,8.4957,-11.4698,-0.7239,2.3807,-0.4665,2.4008,,,,,0.7542,2.2890,1.4706,-0.2333,3.9005,1.8459,-0.0176,-3.45325375709214986072,-4.4228461608306641322175,0
200312111153,2003,1211,20031211,Gonzaga,Z09,1153,20031153,Cincinnati,Z09,9,69.5545,67.2433,109.24,112.337,96.8176,97.3823,14.9545,53.2556,20.2904,36.2506,44.6012,48.2525,20.5913,29.6485,32.3422,,,,,51.5728,37.6378,72.3844,9.3173,34.4547,60.3248,0.0937,44.4177,36.9048,69.1935,6.2086,35.0548,57.1785,0.0976,2.4,23.2604,48.7099,28.0297,18.824,48.5301,32.6459,12.92385542945961671029,13.4121637911774790715150,8,67.404,66.3686,100.765,105.459,92.6958,90.1252,15.3334,43.668,15.7196,33.1418,34.9686,45.6975,20.584,31.8826,38.3964,,,,,39.8305,34.3805,69.0049,12.0192,32.6868,53.5232,0.0773,42.5962,34.8178,66.893,7.3729,32.2034,56.0976,0.0614,6,21.6479,48.1064,30.2456,21.9376,49.3318,28.7305,10.63921842686588205497,10.7239951010552951732200,1,0,0,0,0,0,0.8747,6.878,7.2571,-0.3789,7.0326,4.5635,5.3429,15.6868,,,,,11.7423,3.2573,3.3795,-2.7019,1.7679,6.8016,0.0164,2.28463700259373465532,2.6881686901221838982950,1
200312661221,2003,1221,20031221,Holy Cross,Y14,1266,20031266,Marquette,Y14,14,65.4927,65.3578,105.962,105.034,88.5436,94.8568,10.1775,50.8844,20.989,37.9509,42.1352,46.025,23.2305,26.2136,35.3482,,,,,49.7368,35.8916,70.1649,12.4406,27.9848,63.4986,0.1197,44.1595,33.4755,66.7286,7.3684,30.8147,58.3601,0.0988,10,22.5108,54.5455,22.9437,20.3977,52.8409,26.7614,11.44927677693523548506,12.7212240910280197415300,3,67.6138,65.6828,115.165,118.833,99.1585,97.6141,21.2188,53.5542,19.5182,40.2784,40.5665,47.269,18.0922,35.646,32.4655,,,,,51.2839,39.7638,77.0751,9.1051,27.1513,59.1565,0.0882,45.9144,33.2344,69.1824,6.2362,34.4053,55.2826,0.0949,-1.4,22.5956,53.9977,23.4067,19.1972,51.4834,29.3194,14.20853887077562343416,15.4027544900521733728150,1,0,0,0,0,0,-0.3250,-13.799,-2.7573,-11.0413,-1.4258,-3.6675,7.1049,-1.3140,,,,,-1.5471,-3.8722,-6.9102,3.3355,0.8335,4.3421,0.0315,-2.75926209384038794910,-2.6815303990241536312850,0
200312281443,2003,1228,20031228,Illinois,Z04,1443,20031443,Western Kentucky,Z04,4,68.1292,68.2411,110.845,114.14,90.2064,89.1932,24.9472,54.406,19.2536,31.934,33.6308,43.251,21.6488,30.6114,37.6221,,,,,54.1054,36.6352,72.471,8.9286,35.4713,66.9383,0.1046,41.5179,30.9179,70.8397,7.2602,35.6692,53.7291,0.0838,6.1,18.2998,52.4288,29.2714,23.5533,47.2081,29.2386,14.60582494740250198022,16.1744107586823206696850,13,68.5639,67.5481,106.201,108.073,95.851,96.5019,11.5715,52.6831,21.9717,36.679,37.2834,47.5154,22.7888,33.1683,33.8358,,,,,51.3926,36.5385,66.1169,8.8803,37.7865,54.9451,0.1021,48.5714,29.8387,69.637,7.4573,27.694,49.8069,0.089,12.1,18.9596,49.1831,31.8573,19.8682,59.2279,20.904,11.45878796965891971132,12.4288114996469605754925,1,0,0,0,0,0,0.6930,6.067,-7.3087,13.3757,5.9873,-1.5781,-2.1881,-7.4389,,,,,2.7128,0.0967,6.3541,0.0483,-2.3152,11.9932,0.0025,3.14703697774358226890,3.7455992590353600941925,1
200312311104,2003,1231,20031231,Indiana,Y07,1104,20031104,Alabama,Y07,7,65.6521,63.9859,106.343,113.046,101.424,98.4831,14.5633,49.4327,17.4669,31.2996,41.0589,45.6105,15.814,31.7334,33.1988,,,,,47.5089,34.9381,71.8421,12.1781,39.2761,59.6447,0.0652,46.2074,29.3578,71.7325,10.7651,27.4975,50.3641,0.0956,10,22.9798,44.9495,32.0707,20.7018,58.2456,21.0526,12.76008271038700528183,12.5928221589286716995925,10,66.4245,65.5541,103.59,110.57,97.9081,95.1017,15.468,47.5802,19.7695,37.5723,36.4186,47.5671,20.6019,32.2388,31.5658,,,,,47.1889,32.2183,71.2625,10.6768,34.3618,50.6475,0.0973,46.2345,33.3935,71.5415,8.3871,34.5602,50.8955,0.0801,4.6,21.4286,51.1489,27.4226,19.1839,51.4043,29.4118,10.59792322019743923959,10.3010467828013051108925,1,0,0,0,0,0,-1.5682,2.476,3.3814,-0.9047,3.8091,2.4853,-5.7673,3.0073,,,,,0.3200,2.7198,0.5796,1.5013,4.9143,8.9972,-0.0321,2.16215949018956604224,2.2917753761273665887000,1
200312421266,2003,1242,20031242,Kansas,Z02,1266,20031266,Marquette,Z02,2,74.3408,72.6511,109.554,114.003,89.2999,86.9009,27.1016,52.6829,20.0666,39.5104,37.7384,46.0191,22.7397,30.4803,25.3412,,,,,53.479,33.3333,65.2174,11.4733,22.8825,54.7187,0.1325,42.1773,36.5964,69.4794,9.0282,30.2093,48.0899,0.0937,10.1,18.9355,63.4596,17.6049,16.0581,53.6929,30.249,15.01532083577752901077,17.1556648789690054085125,3,67.6138,65.6828,115.165,118.833,99.1585,97.6141,21.2188,53.5542,19.5182,40.2784,40.5665,47.269,18.0922,35.646,32.4655,,,,,51.2839,39.7638,77.0751,9.1051,27.1513,59.1565,0.0882,45.9144,33.2344,69.1824,6.2362,34.4053,55.2826,0.0949,-1.4,22.5956,53.9977,23.4067,19.1972,51.4834,29.3194,14.20853887077562343416,15.4027544900521733728150,0,0,0,0,1,0,6.9683,-4.830,-10.7132,5.8828,0.3786,-4.0991,4.3977,4.2962,,,,,2.1951,-6.4305,-11.8577,2.3682,-4.2688,-4.4378,0.0443,0.80678196500190557661,1.7529103889168320356975,1
200313931242,2003,1242,20031242,Kansas,Z02,1393,20031393,Syracuse,Z02,2,74.3408,72.6511,109.554,114.003,89.2999,86.9009,27.1016,52.6829,20.0666,39.5104,37.7384,46.0191,22.7397,30.4803,25.3412,,,,,53.479,33.3333,65.2174,11.4733,22.8825,54.7187,0.1325,42.1773,36.5964,69.4794,9.0282,30.2093,48.0899,0.0937,10.1,18.9355,63.4596,17.6049,16.0581,53.6929,30.249,15.01532083577752901077,17.1556648789690054085125,3,72.5143,70.5221,109.727,113.951,96.0715,93.9947,19.9564,51.8639,19.3962,38.4796,37.5583,44.2743,20.3798,36.6417,29.9601,,,,,51.9303,34.4444,69.3548,16.8371,25.1631,51.2745,0.1161,43.5583,30.4071,65.1852,6.9738,34.8868,63.3257,0.0952,-7.3,20.0718,59.8923,20.0359,18.0698,52.4846,29.4456,15.22371851467771861266,17.3408681962254052187925,0,0,0,0,0,1,2.1290,0.052,-7.0938,7.1452,-0.9258,-1.6895,7.1922,4.7990,,,,,1.5487,-1.1111,-4.1374,-5.3638,-2.2806,3.4442,0.0164,-0.20839767890018960189,-0.1852033172563998102800,0
200312421112,2003,1242,20031242,Kansas,Z02,1112,20031112,Arizona,Z02,2,74.3408,72.6511,109.554,114.003,89.2999,86.9009,27.1016,52.6829,20.0666,39.5104,37.7384,46.0191,22.7397,30.4803,25.3412,,,,,53.479,33.3333,65.2174,11.4733,22.8825,54.7187,0.1325,42.1773,36.5964,69.4794,9.0282,30.2093,48.0899,0.0937,10.1,18.9355,63.4596,17.6049,16.0581,53.6929,30.249,15.01532083577752901077,17.1556648789690054085125,1,76.3024,73.0165,110.852,115.311,91.5901,88.8866,26.4243,51.4922,19.0144,39.2726,36.8072,45.7652,21.696,32.204,26.949,,,,,50.8186,35.3488,70.9138,9.5506,30.5542,58.4789,0.1113,44.6629,32.1101,64.2857,5.7299,31.4726,58.6288,0.0817,1.3,20.2202,54.6789,25.1009,15.9151,56.2334,27.8515,16.37710918655176657101,17.8350099520081432037325,0,0,0,1,0,0,-0.3654,-1.308,-1.9857,0.6773,0.9368,0.0085,1.9615,2.5390,,,,,2.6604,-2.0155,-5.6964,1.9227,-7.6717,-3.7602,0.0212,-1.36178835077423756024,-0.6793450730391377952200,1
