season,team1,team2,combine,team1_name,team2_name,team1_conf,team2_conf,team1_win,team1_pyth,team1_adjusto,team1_adjustt,team1_luck,team1_sospyth,team1_sosoppo,team2_win,team2_pyth,team2_adjusto,team2_adjustt,team2_luck,team2_sospyth,team2_sosoppo,team1_loss,team1_adjustd,team1_seed,team2_loss,team2_adjustd,team2_seed,glm.step,rf,xgb,nn,ens.nn,net.result2
2017,1309,1458,2017_1309_1458,New Orleans,Wisconsin,Slnd,B10,0.142857143,0.112668606,0.111524164,0.51048951,0.697802198,0.2681628,0.321678322,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.666666667,0.573705179,1,0.466666667,0.155378486,0.466666667,0.002805355,0.145933333,0.022220287,5.03E-05,0.001856156,0
2017,1425,1457,2017_1425_1457,USC,Winthrop,P12,BSth,0.428571429,0.451203385,0.542750929,0.699300699,0.769230769,0.624572081,0.713286713,0.571428571,0.248346998,0.319702602,0.846153846,0.5,0.177634081,0.174825175,0.533333333,0.525896414,0.666666667,0.333333333,0.593625498,0.8,0.988061828,0.631066667,0.491307288,0.966826898,0.937285636,1
2017,1274,1315,2017_1274_1315,Miami FL,North Dakota,ACC,BSky,0.214285714,0.574715684,0.464684015,0.293706294,0.505494505,0.852415367,0.93006993,0.285714286,0.117693732,0.185873606,0.867132867,0.598901099,0.219094713,0.321678322,0.666666667,0.25498008,0.466666667,0.533333333,0.64940239,0.933333333,0.997761026,0.659033333,0.68849206,0.948266308,0.938723175,1
2017,1305,1332,2017_1305_1332,Nevada,Oregon,MWC,P12,0.714285714,0.478444856,0.617100372,0.755244755,0.664835165,0.498288323,0.440559441,0.785714286,0.755620206,0.739776952,0.552447552,0.538461538,0.710536326,0.706293706,0.333333333,0.565737052,0.733333333,0.266666667,0.278884462,0.133333333,0.341767562,0.292866667,0.072457008,0.013453042,0.999506137,1
2017,1124,1305,2017_1124_1305,Baylor,Nevada,B12,MWC,0.5,0.788151283,0.724907063,0.293706294,0.351648352,0.954355268,0.944055944,0.714285714,0.478444856,0.617100372,0.755244755,0.664835165,0.498288323,0.440559441,0.4,0.211155378,0.133333333,0.333333333,0.565737052,0.733333333,0.415929127,0.658666667,0.960522711,0.113443856,0.889948838,1
2017,1245,1413,2017_1245_1413,Kent St.,UC Davis,MAC,BW,0.285714286,0.171912193,0.241635688,0.657342657,0.461538462,0.380753138,0.433566434,0.285714286,0,0,0.678321678,0.93956044,0.230886269,0.160839161,0.8,0.625498008,0.866666667,0.733333333,0.625498008,1,0.825978671,0.5659,0.235833108,0.966826901,0.862928434,1
2017,1439,1448,2017_1439_1448,Virginia Tech,Wake Forest,ACC,ACC,0.285714286,0.520497223,0.724907063,0.664335664,0.675824176,0.800684671,0.867132867,0.071428571,0.583179053,0.855018587,0.811188811,0.148351648,0.893495626,0.944055944,0.6,0.61752988,0.533333333,0.8,0.661354582,0.666666667,0.291328979,0.384466667,0.137624145,0.004103825,0.234826653,0
2017,1190,1423,2017_1190_1423,East Tennessee St.,UNC Wilmington,SC,CAA,0.642857143,0.430044962,0.375464684,0.783216783,0.351648352,0.414225941,0.531468531,0.785714286,0.453848188,0.739776952,0.79020979,0.620879121,0.472803347,0.51048951,0.4,0.38247012,0.8,0.266666667,0.733067729,0.733333333,0.130496993,0.4928,0.058560904,0.966576018,3.70E-06,0
2017,1297,1435,2017_1297_1435,Northern Kentucky,Vanderbilt,Horz,SEC,0.428571429,0.161332981,0.327137546,0.629370629,0.791208791,0.31913275,0.335664336,0.071428571,0.555937583,0.535315985,0.468531469,0.148351648,0.89273488,0.853146853,0.6,0.729083665,0.933333333,0.933333333,0.362549801,0.533333333,0.096173228,0.375266667,0.08969675,0.014259211,5.34E-05,0
2017,1235,1437,2017_1235_1437,Iowa St.,Villanova,B12,BE,0.357142857,0.738164507,0.80669145,0.65034965,0.285714286,0.988588817,1,0.928571429,0.940756414,0.925650558,0.363636364,0.483516484,0.847850894,0.867132867,0.6,0.378486056,0.266666667,0.133333333,0.199203187,0,0.103419158,0.198066667,0.600479126,5.03E-05,2.46E-06,0
2017,1242,1274,2017_1242_1274,Kansas,Miami FL,B12,ACC,0.714285714,0.81274795,0.851301115,0.797202797,0.747252747,0.933434766,0.93006993,0.214285714,0.574715684,0.464684015,0.293706294,0.505494505,0.852415367,0.93006993,0.2,0.314741036,0,0.666666667,0.25498008,0.466666667,0.847834016,0.826866667,0.905772984,0.966826527,0.938799524,1
2017,1344,1435,2017_1344_1435,Providence,Vanderbilt,BE,SEC,0.142857143,0.467865644,0.379182156,0.524475524,0.489010989,0.780144542,0.797202797,0.071428571,0.555937583,0.535315985,0.468531469,0.148351648,0.89273488,0.853146853,0.733333333,0.326693227,0.666666667,0.933333333,0.362549801,0.533333333,0.21030091,0.491733333,0.184941709,0.013746097,6.66E-07,0
2017,1190,1411,2017_1190_1411,East Tennessee St.,Texas Southern,SC,SWAC,0.642857143,0.430044962,0.375464684,0.783216783,0.351648352,0.414225941,0.531468531,0.357142857,0.029886273,0.215613383,0.671328671,1,0.12514264,0.132867133,0.4,0.38247012,0.8,0.666666667,0.80876494,1,0.888073274,0.687233333,0.273594558,0.966826996,0.93041521,1
2017,1153,1457,2017_1153_1457,Cincinnati,Winthrop,Amer,BSth,0.785714286,0.738957948,0.624535316,0.342657343,0.472527473,0.578166603,0.587412587,0.571428571,0.248346998,0.319702602,0.846153846,0.5,0.177634081,0.174825175,0.2,0.179282869,0.333333333,0.333333333,0.593625498,0.8,0.995561393,0.841966667,0.942655146,0.966826996,0.938885088,1
2017,1242,1314,2017_1242_1314,Kansas,North Carolina,B12,ACC,0.714285714,0.81274795,0.851301115,0.797202797,0.747252747,0.933434766,0.93006993,0.642857143,0.867495372,0.899628253,0.825174825,0.373626374,0.930011411,0.972027972,0.2,0.314741036,0,0.4,0.282868526,0,0.254551455,0.549533333,0.246887699,0.964886796,3.82E-06,0
2017,1246,1309,2017_1246_1309,Kentucky,New Orleans,SEC,Slnd,0.714285714,0.835757736,0.791821561,0.979020979,0.39010989,0.83225561,0.797202797,0.142857143,0.112668606,0.111524164,0.51048951,0.697802198,0.2681628,0.321678322,0.266666667,0.215139442,0.066666667,0.666666667,0.573705179,1,0.998923921,0.994666667,0.991437137,0.966826996,0.938876792,1
2017,1195,1436,2017_1195_1436,Florida Gulf Coast,Vermont,ASun,AE,0.571428571,0.25866173,0.434944238,0.440559441,0.620879121,0.277672119,0.405594406,0.785714286,0.440888654,0.483271375,0.384615385,0.67032967,0.287942183,0.342657343,0.4,0.701195219,0.866666667,0.266666667,0.478087649,0.8,0.083102913,0.4494,0.163942099,0.014390095,8.77E-09,0
2017,1124,1329,2017_1124_1329,Baylor,Oklahoma St.,B12,B12,0.5,0.788151283,0.724907063,0.293706294,0.351648352,0.954355268,0.944055944,0.142857143,0.711451997,1,0.797202797,0.032967033,1,0.965034965,0.4,0.211155378,0.133333333,0.733333333,0.625498008,0.6,0.288427359,0.519066667,0.425462574,0.020096359,2.59E-05,0
2017,1413,1462,2017_1413_1462,UC Davis,Xavier,BW,BE,0.285714286,0,0,0.678321678,0.93956044,0.230886269,0.160839161,0.214285714,0.532398836,0.63197026,0.58041958,0.505494505,0.889691898,0.909090909,0.733333333,0.625498008,1,0.8,0.498007968,0.666666667,0.004355729,0.325766667,0.023881018,6.27E-05,0.000342858,0
2017,1436,1457,2017_1436_1457,Vermont,Winthrop,AE,BSth,0.785714286,0.440888654,0.483271375,0.384615385,0.67032967,0.287942183,0.342657343,0.571428571,0.248346998,0.319702602,0.846153846,0.5,0.177634081,0.174825175,0.266666667,0.478087649,0.8,0.333333333,0.593625498,0.8,0.990841161,0.5951,0.109512687,0.966826996,0.997688222,1
2017,1274,1305,2017_1274_1305,Miami FL,Nevada,ACC,MWC,0.214285714,0.574715684,0.464684015,0.293706294,0.505494505,0.852415367,0.93006993,0.714285714,0.478444856,0.617100372,0.755244755,0.664835165,0.498288323,0.440559441,0.666666667,0.25498008,0.466666667,0.333333333,0.565737052,0.733333333,0.282199384,0.489366667,0.532393038,0.111151374,0.00029853,0
2017,1308,1388,2017_1308_1388,New Mexico St.,Saint Mary's,WAC,WCC,0.714285714,0.319492198,0.453531599,0.608391608,0.653846154,0.247242297,0.167832168,0.714285714,0.777572071,0.784386617,0.034965035,0.527472527,0.456066946,0.433566434,0.266666667,0.629482072,0.866666667,0.2,0.294820717,0.4,0.311273275,0.365533333,0.051020712,0.015298056,0.999429012,1
2017,1388,1411,2017_1388_1411,Saint Mary's,Texas Southern,WCC,SWAC,0.714285714,0.777572071,0.784386617,0.034965035,0.527472527,0.456066946,0.433566434,0.357142857,0.029886273,0.215613383,0.671328671,1,0.12514264,0.132867133,0.2,0.294820717,0.4,0.666666667,0.80876494,1,0.987277081,0.7994,0.922501624,0.96682641,0.938883642,1
2017,1196,1321,2017_1196_1321,Florida,Northwestern,SEC,B10,0.428571429,0.823856123,0.669144981,0.699300699,0.087912088,0.909090909,0.867132867,0.357142857,0.537688442,0.498141264,0.440559441,0.456043956,0.763027767,0.755244755,0.466666667,0.099601594,0.2,0.666666667,0.346613546,0.466666667,0.270977253,0.556466667,0.969905972,0.966825392,0.625302868,1
2017,1153,1355,2017_1153_1355,Cincinnati,South Dakota St.,Amer,Sum,0.785714286,0.738957948,0.624535316,0.342657343,0.472527473,0.578166603,0.587412587,0,0.090716742,0.479553903,0.573426573,0.5,0.425637124,0.475524476,0.2,0.179282869,0.333333333,1,1,1,0.929541966,0.854266667,0.984110713,0.966826524,0.938870696,1
2017,1376,1458,2017_1376_1458,South Carolina,Wisconsin,SEC,B10,0.285714286,0.575773605,0.286245353,0.65034965,0.318681319,0.789653861,0.762237762,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.6,0.06374502,0.4,0.466666667,0.155378486,0.466666667,0.091141104,0.284866667,0.451397747,5.31E-05,7.40E-09,0
2017,1329,1458,2017_1329_1458,Oklahoma St.,Wisconsin,B12,B10,0.142857143,0.711451997,1,0.797202797,0.032967033,1,0.965034965,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.733333333,0.625498008,0.6,0.466666667,0.155378486,0.466666667,0.443943085,0.338866667,0.850975454,0.015009527,0.753476562,1
2017,1233,1452,2017_1233_1452,Iona,West Virginia,MAAC,B12,0.285714286,0.23194922,0.460966543,0.818181818,0.401098901,0.369341955,0.391608392,0.571428571,0.835228775,0.691449814,0.769230769,0.104395604,0.83910232,0.804195804,0.733333333,0.768924303,0.866666667,0.466666667,0.107569721,0.2,0.011847337,0.089633333,0.011100416,0.000562622,0.010814152,0
2017,1240,1257,2017_1240_1257,Jacksonville St.,Louisville,OVC,ACC,0.142857143,0.141496958,0.278810409,0.328671329,0.5,0.387219475,0.433566434,0.428571429,0.832583972,0.713754647,0.636363636,0.28021978,0.931152529,0.993006993,0.866666667,0.709163347,0.933333333,0.466666667,0.135458167,0.066666667,0.046148727,0.1484,0.009087927,5.04E-05,0.021107567,0
2017,1173,1407,2017_1173_1407,Dayton,Troy,A10,SB,0.428571429,0.540597725,0.539033457,0.678321678,0.28021978,0.596044123,0.545454545,0.214285714,0.190425813,0.460966543,0.643356643,0.093406593,0.356028908,0.314685315,0.4,0.386454183,0.4,0.866666667,0.832669323,0.933333333,0.083912433,0.5525,0.905928314,0.966808605,2.97E-06,0
2017,1425,1436,2017_1425_1436,USC,Vermont,P12,AE,0.428571429,0.451203385,0.542750929,0.699300699,0.769230769,0.624572081,0.713286713,0.785714286,0.440888654,0.483271375,0.384615385,0.67032967,0.287942183,0.342657343,0.533333333,0.525896414,0.666666667,0.266666667,0.478087649,0.8,0.649204018,0.562366667,0.522762001,0.179751305,0.588085145,1
2017,1153,1348,2017_1153_1348,Cincinnati,Rhode Island,Amer,A10,0.785714286,0.738957948,0.624535316,0.342657343,0.472527473,0.578166603,0.587412587,0.357142857,0.529754033,0.453531599,0.531468531,0.181318681,0.593761887,0.587412587,0.2,0.179282869,0.333333333,0.533333333,0.310756972,0.666666667,0.915659574,0.8195,0.976495922,0.966826582,0.938869304,1
2017,1348,1462,2017_1348_1462,Rhode Island,Xavier,A10,BE,0.357142857,0.529754033,0.453531599,0.531468531,0.181318681,0.593761887,0.587412587,0.214285714,0.532398836,0.63197026,0.58041958,0.505494505,0.889691898,0.909090909,0.533333333,0.310756972,0.666666667,0.8,0.498007968,0.666666667,0.017905335,0.405066667,0.173653916,0.012679858,1.24E-09,0
2017,1112,1343,2017_1112_1343,Arizona,Princeton,P12,Ivy,0.857142857,0.726791854,0.732342007,0.482517483,0.692307692,0.717383035,0.72027972,0.285714286,0.44644274,0.401486989,0.321678322,0.478021978,0.409281095,0.384615385,0.2,0.314741036,0.066666667,0.333333333,0.38247012,0.733333333,0.999663731,0.9444,0.98413229,0.966826996,0.938881755,1
2017,1137,1153,2017_1137_1153,Bucknell,Cincinnati,Pat,Amer,0.571428571,0.356254959,0.416356877,0.755244755,0.43956044,0.300494485,0.216783217,0.785714286,0.738957948,0.624535316,0.342657343,0.472527473,0.578166603,0.587412587,0.466666667,0.533864542,0.8,0.2,0.179282869,0.333333333,0.125291709,0.1591,0.216441825,0.167822991,4.59E-06,0
2017,1297,1458,2017_1297_1458,Northern Kentucky,Wisconsin,Horz,B10,0.428571429,0.161332981,0.327137546,0.629370629,0.791208791,0.31913275,0.335664336,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.6,0.729083665,0.933333333,0.466666667,0.155378486,0.466666667,0.063840507,0.101433333,0.063935421,5.89E-05,0.028280477,0
2017,1240,1448,2017_1240_1448,Jacksonville St.,Wake Forest,OVC,ACC,0.142857143,0.141496958,0.278810409,0.328671329,0.5,0.387219475,0.433566434,0.071428571,0.583179053,0.855018587,0.811188811,0.148351648,0.893495626,0.944055944,0.866666667,0.709163347,0.933333333,0.8,0.661354582,0.666666667,0.028874881,0.356566667,0.004650395,5.03E-05,0.000704339,0
2017,1190,1277,2017_1190_1277,East Tennessee St.,Michigan St.,SC,B10,0.642857143,0.430044962,0.375464684,0.783216783,0.351648352,0.414225941,0.531468531,0.071428571,0.521290664,0.472118959,0.552447552,0.274725275,0.872575124,0.867132867,0.4,0.38247012,0.8,0.866666667,0.342629482,0.533333333,0.239056561,0.5777,0.141188607,0.966826996,7.44E-07,0
2017,1112,1438,2017_1112_1438,Arizona,Virginia,P12,ACC,0.857142857,0.726791854,0.732342007,0.482517483,0.692307692,0.717383035,0.72027972,0.285714286,0.831790532,0.587360595,0,0.06043956,0.930011411,0.951048951,0.2,0.314741036,0.066666667,0.6,0,0.266666667,0.797268286,0.670533333,0.709620357,0.96682639,0.938477414,1
2017,1173,1458,2017_1173_1458,Dayton,Wisconsin,A10,B10,0.428571429,0.540597725,0.539033457,0.678321678,0.28021978,0.596044123,0.545454545,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.4,0.386454183,0.4,0.466666667,0.155378486,0.466666667,0.013848013,0.124466667,0.504473031,5.62E-05,5.24E-09,0
2017,1374,1452,2017_1374_1452,SMU,West Virginia,Amer,B12,0.785714286,0.771224544,0.810408922,0.328671329,0.450549451,0.565614302,0.482517483,0.571428571,0.835228775,0.691449814,0.769230769,0.104395604,0.83910232,0.804195804,0.2,0.330677291,0.333333333,0.466666667,0.107569721,0.2,0.452589845,0.595766667,0.325627863,0.966816966,0.464852537,0
2017,1137,1277,2017_1137_1277,Bucknell,Michigan St.,Pat,B10,0.571428571,0.356254959,0.416356877,0.755244755,0.43956044,0.300494485,0.216783217,0.071428571,0.521290664,0.472118959,0.552447552,0.274725275,0.872575124,0.867132867,0.466666667,0.533864542,0.8,0.866666667,0.342629482,0.533333333,0.143441286,0.498433333,0.129587233,0.094756154,8.40E-07,0
2017,1137,1436,2017_1137_1436,Bucknell,Vermont,Pat,AE,0.571428571,0.356254959,0.416356877,0.755244755,0.43956044,0.300494485,0.216783217,0.785714286,0.440888654,0.483271375,0.384615385,0.67032967,0.287942183,0.342657343,0.466666667,0.533864542,0.8,0.266666667,0.478087649,0.8,0.271335233,0.4938,0.366624177,0.966779892,0.001438026,0
2017,1344,1348,2017_1344_1348,Providence,Rhode Island,BE,A10,0.142857143,0.467865644,0.379182156,0.524475524,0.489010989,0.780144542,0.797202797,0.357142857,0.529754033,0.453531599,0.531468531,0.181318681,0.593761887,0.587412587,0.733333333,0.326693227,0.666666667,0.533333333,0.310756972,0.666666667,0.513961603,0.6269,0.496258676,5.56E-05,0.078858619,0
2017,1137,1343,2017_1137_1343,Bucknell,Princeton,Pat,Ivy,0.571428571,0.356254959,0.416356877,0.755244755,0.43956044,0.300494485,0.216783217,0.285714286,0.44644274,0.401486989,0.321678322,0.478021978,0.409281095,0.384615385,0.466666667,0.533864542,0.8,0.333333333,0.38247012,0.733333333,0.993437097,0.5392,0.392881691,0.966826996,0.930829504,1
2017,1458,1462,2017_1458_1462,Wisconsin,Xavier,B10,BE,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.214285714,0.532398836,0.63197026,0.58041958,0.505494505,0.889691898,0.909090909,0.466666667,0.155378486,0.466666667,0.8,0.498007968,0.666666667,0.433820468,0.608366667,0.796790779,0.966826563,0.91315357,1
2017,1425,1458,2017_1425_1458,USC,Wisconsin,P12,B10,0.428571429,0.451203385,0.542750929,0.699300699,0.769230769,0.624572081,0.713286713,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.533333333,0.525896414,0.666666667,0.466666667,0.155378486,0.466666667,0.392679409,0.132566667,0.220613644,0.003378229,0.009891598,0
2017,1329,1345,2017_1329_1345,Oklahoma St.,Purdue,B12,B10,0.142857143,0.711451997,1,0.797202797,0.032967033,1,0.965034965,0.5,0.765934938,0.706319703,0.706293706,0.214285714,0.774058577,0.769230769,0.733333333,0.625498008,0.6,0.4,0.227091633,0.2,0.660946521,0.342333333,0.750105083,8.01E-05,0.747302499,1
2017,1211,1371,2017_1211_1371,Gonzaga,Seton Hall,WCC,BE,1,1,0.847583643,0.783216783,0.428571429,0.490300494,0.496503497,0.214285714,0.495636075,0.446096654,0.587412587,0.730769231,0.837200456,0.853146853,0,0.027888446,0,0.666666667,0.354581673,0.533333333,0.980859802,0.749,0.931710482,0.966826982,0.938883698,1
2017,1137,1173,2017_1137_1173,Bucknell,Dayton,Pat,A10,0.571428571,0.356254959,0.416356877,0.755244755,0.43956044,0.300494485,0.216783217,0.428571429,0.540597725,0.539033457,0.678321678,0.28021978,0.596044123,0.545454545,0.466666667,0.533864542,0.8,0.4,0.386454183,0.4,0.723616555,0.4268,0.195471272,0.959155071,0.268957071,0
2017,1277,1458,2017_1277_1458,Michigan St.,Wisconsin,B10,B10,0.071428571,0.521290664,0.472118959,0.552447552,0.274725275,0.872575124,0.867132867,0.5,0.740280349,0.602230483,0.307692308,0.340659341,0.794979079,0.818181818,0.866666667,0.342629482,0.533333333,0.466666667,0.155378486,0.466666667,0.207770493,0.2032,0.430628121,5.05E-05,0.000165144,0
2017,1314,1439,2017_1314_1439,North Carolina,Virginia Tech,ACC,ACC,0.642857143,0.867495372,0.899628253,0.825174825,0.373626374,0.930011411,0.972027972,0.285714286,0.520497223,0.724907063,0.664335664,0.675824176,0.800684671,0.867132867,0.4,0.282868526,0,0.6,0.61752988,0.533333333,0.958749041,0.818433333,0.917742789,0.966826994,0.938877351,1
2017,1371,1433,2017_1371_1433,Seton Hall,VCU,BE,A10,0.214285714,0.495636075,0.446096654,0.587412587,0.730769231,0.837200456,0.853146853,0.571428571,0.514414176,0.442379182,0.671328671,0.593406593,0.589577786,0.531468531,0.666666667,0.354581673,0.533333333,0.4,0.326693227,0.6,0.761619055,0.515533333,0.475217402,0.112672402,0.350733519,0
2017,1407,1457,2017_1407_1457,Troy,Winthrop,SB,BSth,0.214285714,0.190425813,0.460966543,0.643356643,0.093406593,0.356028908,0.314685315,0.571428571,0.248346998,0.319702602,0.846153846,0.5,0.177634081,0.174825175,0.866666667,0.832669323,0.933333333,0.333333333,0.593625498,0.8,0.738707601,0.472633333,0.220141053,0.207809195,0.021096696,0
2017,1112,1413,2017_1112_1413,Arizona,UC Davis,P12,BW,0.857142857,0.726791854,0.732342007,0.482517483,0.692307692,0.717383035,0.72027972,0.285714286,0,0,0.678321678,0.93956044,0.230886269,0.160839161,0.2,0.314741036,0.066666667,0.733333333,0.625498008,1,0.995796291,0.929166667,0.982116878,0.966826996,0.93888206,1
2017,1112,1139,2017_1112_1139,Arizona,Butler,P12,BE,0.857142857,0.726791854,0.732342007,0.482517483,0.692307692,0.717383035,0.72027972,0.357142857,0.680507802,0.747211896,0.454545455,0.335164835,0.877139597,0.895104895,0.2,0.314741036,0.066666667,0.466666667,0.402390438,0.2,0.968756306,0.715333333,0.715577781,0.966826918,0.93879243,1
2017,1181,1276,2017_1181_1276,Duke,Michigan,ACC,B10,0.642857143,0.789473684,0.862453532,0.636363636,0.489010989,0.937999239,0.958041958,0.357142857,0.701666226,0.869888476,0.272727273,0.153846154,0.8212248,0.79020979,0.466666667,0.358565737,0.066666667,0.666666667,0.498007968,0.4,0.666139699,0.6783,0.861863494,0.966824679,0.938115379,1
2017,1211,1257,2017_1211_1257,Gonzaga,Louisville,WCC,ACC,1,1,0.847583643,0.783216783,0.428571429,0.490300494,0.496503497,0.428571429,0.832583972,0.713754647,0.636363636,0.28021978,0.931152529,0.993006993,0,0.027888446,0,0.466666667,0.135458167,0.066666667,0.958611347,0.557866667,0.472035885,0.966826696,0.93516205,1
2017,1344,1411,2017_1344_1411,Providence,Texas Southern,BE,SWAC,0.142857143,0.467865644,0.379182156,0.524475524,0.489010989,0.780144542,0.797202797,0.357142857,0.029886273,0.215613383,0.671328671,1,0.12514264,0.132867133,0.733333333,0.326693227,0.666666667,0.666666667,0.80876494,1,0.847291249,0.6953,0.445055634,0.118156156,0.807008112,1
2017,1344,1423,2017_1344_1423,Providence,UNC Wilmington,BE,CAA,0.142857143,0.467865644,0.379182156,0.524475524,0.489010989,0.780144542,0.797202797,0.785714286,0.453848188,0.739776952,0.79020979,0.620879121,0.472803347,0.51048951,0.733333333,0.326693227,0.666666667,0.266666667,0.733067729,0.733333333,0.094981825,0.513633333,0.073069982,6.27E-05,5.18E-05,0
2017,1321,1413,2017_1321_1413,Northwestern,UC Davis,B10,BW,0.357142857,0.537688442,0.498141264,0.440559441,0.456043956,0.763027767,0.755244755,0.285714286,0,0,0.678321678,0.93956044,0.230886269,0.160839161,0.666666667,0.346613546,0.466666667,0.733333333,0.625498008,1,0.986822823,0.676566667,0.795658588,0.965566662,0.938844957,1
2017,1243,1266,2017_1243_1266,Kansas St.,Marquette,B12,BE,0.142857143,0.590584501,0.527881041,0.51048951,0.120879121,0.884747052,0.853146853,0.071428571,0.591377942,0.858736059,0.776223776,0,0.808672499,0.79020979,0.8,0.298804781,0.666666667,0.733333333,0.653386454,0.6,0.770129652,0.546166667,0.066365257,0.015054613,0.999933426,1
2017,1112,1371,2017_1112_1371,Arizona,Seton Hall,P12,BE,0.857142857,0.726791854,0.732342007,0.482517483,0.692307692,0.717383035,0.72027972,0.214285714,0.495636075,0.446096654,0.587412587,0.730769231,0.837200456,0.853146853,0.2,0.314741036,0.066666667,0.666666667,0.354581673,0.533333333,0.91429144,0.882233333,0.948877215,0.96682666,0.938854409,1
2017,1242,1433,2017_1242_1433,Kansas,VCU,B12,A10,0.714285714,0.81274795,0.851301115,0.797202797,0.747252747,0.933434766,0.93006993,0.571428571,0.514414176,0.442379182,0.671328671,0.593406593,0.589577786,0.531468531,0.2,0.314741036,0,0.4,0.326693227,0.6,0.940905387,0.900666667,0.981224597,0.123025053,0.938817932,1
